20041117190556	43490	1873292	1458369	470100	902917
20041117181042	43491	1490955	1132268	362421	912103
20041118080600	43492	1888475	1469719	474376	909439
20041117231502	43516	2052565	1626903	515434	959341
20041105020130	43524	39459	33361	10579	18276
20041118054735	43525	1935941	1423913	430354	737425
20041118091743	43526	1841272	1368229	432668	685232
20041118203829	43527	2106989	1675554	529196	832552
20041117144207	43532	2071959	1642322	519785	813746
20041118043703	43533	1820384	1344611	424524	672083
20041116195938	43534	1191059	880660	278150	454317
20041117143540	43658	1746823	1298297	409354	676377
20041117115411	43541	1748868	1291501	408854	665586
20041117121947	43547	1738633	1282460	405365	661899
20041117164401	43548	1734410	1276640	403999	658880
20041118013459	43549	1741656	1283580	406119	662653
20041117175433	43550	1795124	1346832	426506	692441
20041117230421	43551	1737379	1281912	405122	661769
20041117173123	43552	1747355	1290765	408771	665029
20041117090322	43553	1762661	1309112	414771	674652
20041118004114	43554	1767631	1306512	413470	673853
20041117221926	43555	1742752	1283671	405879	662956
20041117113401	43556	1736971	1281581	404731	664179
20041117172645	43557	1745762	1291588	407925	668949
20041117160741	43558	1740809	1284561	405116	665526
20041117121448	43561	1744132	1290940	407169	668601
20041117190649	43562	1737770	1284671	405552	665365
20041118040605	43563	1771932	1313740	414199	680015
20041117203443	43564	1744811	1289393	407763	668955
20041118105331	43565	1761957	1307132	412310	677455
20041118022959	43566	1770752	1314690	415452	681284
20041118045525	43567	1758825	1306526	412245	676497
20041117144214	43568	1778109	1320896	417369	683450
20041118061914	43569	1743503	1293204	407393	669838
20041117024127	43570	1750186	1295554	409344	671257
20041117065534	43571	1767654	1311570	414383	678750
20041117032724	43572	1565253	1163133	366771	601709
20041117062857	43574	1758785	1301992	411535	675133
20041117010618	43575	1782698	1327644	420086	687997
20041118014222	43576	1744882	1291132	407745	669097
20041118070515	43577	1860926	1420486	448417	729771
20041117230426	43578	1752607	1293692	408463	670762
20041118042651	43610	1784604	1343579	423869	697215
20041118035438	43580	1741305	1286100	406349	666165
20041117113200	43581	1739913	1285953	405922	666814
20041117192823	43582	1773017	1318742	415970	682391
20041117092947	43583	1764098	1310257	413864	678257
20041117034828	43584	1763523	1303101	411382	673908
20041108050832	43585	534104	395921	125594	204076
20041116201851	43586	1745596	1288904	408190	665427
20041118002127	43587	1751363	1293323	409173	667851
20041118012344	43588	1766285	1306100	413495	674737
20041118234102	43589	1751973	1294242	409557	668103
20041118061829	43590	1750573	1292230	409165	667079
20041118082532	43591	1752156	1294801	409781	668169
20041118040332	43592	1757243	1301892	412050	671004
20041118032718	43593	1751439	1291882	409040	667571
20041118071941	43594	1755615	1301110	411717	671313
20041118074647	43595	1749873	1290142	407777	666908
20041118092248	43596	1758383	1300224	411613	671445
20041118002708	43598	1674211	1252489	395793	649726
20041118050738	43599	1679021	1263371	398375	654687
20041118170346	43600	1656059	1233479	389043	640516
20041118170046	43601	1655502	1236743	391119	641578
20041117132413	43602	1660481	1238817	390991	643226
20041117042649	43603	1690336	1275117	403145	661643
20041117183406	43604	1660078	1238714	390880	642491
20041117115321	43608	1814440	1372128	434267	712500
20041117060158	43609	1794379	1348210	425613	700327
20041118042651	43610	1784604	1343579	423869	697215
20041118034912	43611	1818239	1368887	431745	710764
20041118032452	43612	1820402	1369629	431820	711264
20041118074216	43613	1835076	1386800	437341	720352
20041118165340	43614	1787720	1334085	420558	694340
20041118201257	43615	1772949	1317472	415681	687142
20041118152653	43616	1745858	1299199	409586	677390
20041118123720	43617	1758360	1306811	411879	681207
20041117223043	43618	1741050	1291612	407737	673111
20041118205540	43619	1773271	1316776	415103	685983
20041118140016	43620	1762173	1309418	413543	683039
20041117210239	43621	1766187	1311438	413696	683983
20041118050941	43622	1770004	1315594	414269	685888
20041117220324	43623	1775337	1319300	415746	687603
20041117163829	43624	1772934	1317433	416174	686292
20041117092155	43625	1762949	1310972	413938	683935
20041116212835	43626	1735748	1276673	402956	667752
20041117232339	43629	1752148	1292377	408268	675521
20041117124256	43630	1732514	1271938	400418	666031
20041117135312	43631	1721476	1258539	396338	659347
20041117113649	43632	1770330	1313778	413716	684728
20041117222718	43633	1767619	1314473	414465	683048
20041117120734	43634	1775610	1318450	416183	687055
20041117020711	43635	1788351	1334016	420760	694477
20041117122425	43636	1759996	1307185	411779	680330
20041117145358	43637	1775664	1319088	416185	686620
20041117143910	43638	1780866	1323640	417456	689109
20041118051016	43639	1781457	1325020	417628	689820
20041118031617	43697	1855500	1388578	436405	721284
20041117213430	43641	1779275	1320307	416749	687074
20041117091634	43642	1772073	1316512	414780	685623
20041117202535	43643	1777061	1319973	415782	687407
20041117113521	43644	1776777	1320030	415953	687216
20041117125650	43645	1782286	1325971	418646	690043
20041117115250	43646	1780250	1323128	417900	689504
20041118170916	43647	1777563	1321560	417376	687798
20041117120101	43648	1780403	1324260	417708	690039
20041118100659	43649	1626991	1208656	383627	698317
20041117132646	43650	1755962	1303506	410661	679106
20041117100843	43651	1758498	1308220	412293	681289
20041117200426	43652	1766557	1315062	414506	684617
20041117224211	43653	1755804	1303449	410581	679188
20041117122531	43654	1781318	1325572	417838	689988
20041118013857	43655	1779722	1323617	417894	689444
20041118085249	43656	1780305	1325529	417101	690080
20041116181711	43657	775619	575041	181274	299683
20041117224356	43658	1758848	1306693	412343	680666
20041117203732	43659	1747164	1295667	408391	674130
20041117210246	43666	1609814	1140861	358743	597447
20041119092825	43672	1819610	1347495	424777	703623
20041118215559	43675	37336	27506	8799	14894
20041119095028	43676	1734770	1271641	405173	690899
20041117062839	43677	1828498	1360036	430273	706912
20041117110447	43678	1849581	1378560	435420	717412
20041119061435	43679	964165	718672	227403	373328
20041119085506	43680	1226559	915459	289223	475436
20041119073635	43681	1823363	1351348	426045	703515
20041117215629	43682	1823326	1354201	427518	704558
20041119045513	43683	475639	352066	110584	183336
20041119090916	43684	468039	346628	109130	180516
20041116183812	43685	1817357	1346122	424514	700289
20041119091508	43686	408836	303109	95101	157663
20041119094109	43687	177479	131030	40961	68473
20041118020324	43692	1791252	1324982	417960	689180
20041118150613	43693	1794890	1331083	419053	691606
20041118033439	43694	1787940	1323765	416556	689149
20041118093811	43695	1801363	1333337	419323	693214
20041118142215	43696	1813878	1342075	421645	698223
20041119023407	43697	1810922	1340105	421960	697196
20041118190507	43698	1813542	1344607	423720	700880
20041118023511	43700	1818772	1349351	425189	701963
20041118122650	43701	1816444	1348069	424220	701970
20041118022016	43702	1828942	1360625	429210	709081
20041118073736	43703	1815178	1343253	423254	699505
20041118074833	43704	1827145	1360585	427787	708065
20041118105053	43705	1817385	1346241	423716	701001
20041118031352	43706	1812985	1341414	422918	698868
20041118141907	43707	1821627	1354318	426742	706017
20041118184118	43791	1852881	1386705	437086	722600
20041118061212	43709	1808646	1336903	421020	696696
20041118130411	43710	1804016	1334384	419897	694638
20041118123649	43718	1785754	1319385	415215	686973
20041118135031	43719	1801013	1333625	419474	693272
20041118152913	43720	1802298	1333062	419789	693645
20041118091117	43721	1811615	1343716	423241	698462
20041118165043	43722	1790871	1325095	417242	689652
20041118162858	43724	1818126	1350111	424262	702277
20041118131544	43725	1815866	1344359	423120	699755
20041118225535	43726	1816178	1346044	423768	700314
20041118210611	43728	1796498	1330208	418046	693514
20041118045017	43729	1803888	1337697	421632	695934
20041118162823	43730	1822164	1351253	425387	701909
20041118093813	43731	1388827	1028495	322824	534826
20041118044356	43732	1822575	1355632	426362	705120
20041118220521	43733	1785918	1321052	415904	686901
20041118131154	43734	1784330	1321036	415907	688303
20041118222654	43735	1791841	1324523	416573	689376
20041118224237	43736	1788854	1325016	417628	689930
20041118081212	43737	1792355	1329509	418619	691917
20041118103821	43738	1780443	1316029	414793	684528
20041119014846	43739	1788356	1324360	416527	689261
20041118133626	43740	1798336	1334196	419783	692621
20041118160551	43741	1786761	1321546	416375	687781
20041118032112	43742	1784968	1319991	415937	687119
20041118162203	43743	1793873	1330032	418421	692203
20041118172809	43744	1798736	1336071	420312	694970
20041118120927	43745	1795162	1333276	419762	693554
20041118085652	43746	1792018	1326838	417098	690399
20041118083349	43747	1784203	1320013	415048	686892
20041118192516	43748	1790813	1327158	418079	690872
20041118164647	43749	1788201	1326640	417320	690549
20041118174412	43750	1791315	1327020	417831	690811
20041118164541	43751	1789889	1326677	417188	691198
20041118182123	43752	1789567	1325876	418046	690391
20041118183524	43753	1788661	1326863	417447	690475
20041118175516	43754	1788511	1324742	416496	689187
20041118122300	43755	1812101	1350327	424938	702238
20041118175352	43756	1785867	1323747	417031	688886
20041118191018	43757	1797374	1331148	419432	693402
20041118181412	43758	1820340	1353674	426333	704750
20041118173010	43759	1797089	1330707	419006	692476
20041118113818	43760	1807587	1339245	421616	697214
20041118171039	43761	1790102	1325507	417137	689940
20041118164800	43762	1805585	1343338	422353	699143
20041118234717	43763	1807778	1339719	421695	697391
20041119014536	43764	1805563	1337204	420302	695934
20041118111705	43765	1804503	1337978	420997	696742
20041118175838	43766	1802132	1334487	419769	695530
20041118082407	43767	1802774	1336999	420988	696811
20041118211756	43769	1800969	1335127	420645	697613
20041119010232	43770	1779232	1313015	413891	686609
20041118181112	43771	1798960	1330774	420219	695424
20041118233636	43772	1803478	1334834	421217	697916
20041118165854	43773	1808814	1340740	420854	698413
20041119021620	43776	1802343	1335931	421038	696823
20041118195538	43777	1775469	1237475	364354	697244
20041118173526	43778	1709404	1181695	346315	704082
20041118205435	43782	1797489	1334595	420074	695427
20041118230738	43783	1806190	1336561	421541	696102
20041118223252	43784	1805829	1338023	421614	697215
20041118134314	43785	1823466	1355241	427238	706401
20041118075528	43786	1837650	1370982	431871	714141
20041118155716	43787	1808504	1339873	422773	698455
20041118171855	43788	1808634	1339914	422192	698909
20041118214407	43789	1807103	1342102	422942	701351
20041119022754	43790	1840828	1375508	433722	716963
20041118231549	43791	1823171	1357668	427860	708051
20041118185105	43792	1834512	1369420	432333	713179
20041119011533	43793	1836977	1371367	432524	714834
20041118165543	43795	1812055	1346940	424908	702743
20041118184106	43796	1813169	1351571	427191	707579
20041118234526	43797	1820831	1359645	427984	708765
20041118215359	43798	1786440	1315719	414297	687524
20041118211213	43799	1812113	1347996	424496	703458
20041118235843	43800	1839030	1374137	431222	716031
20041119043107	43801	1821973	1352369	425080	705137
20041119020505	43802	1812053	1350627	424589	706752
20041118165547	43803	1824339	1359094	427722	710297
20041118211033	43807	1809766	1343486	421310	702905
20041118193445	43808	1820162	1352923	425207	707647
20041118172620	43809	1829456	1368102	429813	715376
20041118215659	43810	1841130	1376831	433519	718152
20041118191711	43812	1803871	1339063	421966	695584
20041119061529	43813	1833480	1363179	428064	715167
20041119055042	43814	1802836	1330032	418569	691850
20041118131720	43815	1803578	1331005	419132	692742
20041119020857	43816	1827789	1355048	427140	703660
20041119045236	43817	1825572	1353531	426313	702323
20041119065414	43818	1814119	1341193	422642	696466
20041119074016	43819	1810601	1342343	421910	698149
20041119072133	43820	1817880	1344792	423785	698412
20041118185052	43821	1825211	1353904	427025	702733
20041119012824	43822	1822542	1350580	425464	701851
20041119012852	43823	1823688	1351245	425474	701067
20041118220504	43824	1817802	1347408	424510	700002
20041118203827	43827	1751122	1309059	414331	695177
20041119065537	43832	1802759	1330028	418054	692590
20041118154343	43833	1813344	1343142	422663	698989
20041118232947	43834	1796535	1327555	417360	691188
20041119060932	43835	1789317	1319917	415746	686306
20041119035612	43836	1792672	1325944	417608	690084
20041119011838	43837	1768215	1298942	408333	676960
20041119040905	43838	1769132	1299149	409159	676585
20041118174739	43839	1828813	1356517	426659	705388
20041119002339	43840	1779789	1315529	415226	686455
20041119071109	43841	1793886	1323579	416275	689255
20041119061841	43842	1791750	1322409	416168	688530
20041118124427	43843	1782416	1313480	413192	683885
20041118205251	43844	1780807	1313384	413211	684022
20041119004730	43845	1795654	1331327	419160	692923
20041118164455	43846	954828	706151	221762	368364
20041118193049	43851	1799688	1327181	417503	689856
20041119023234	43852	1802214	1331510	418409	693032
20041119014416	43853	1781481	1314246	413248	684813
20041119034009	43854	1826434	1356631	427628	705471
20041118192126	43855	1801374	1329625	418302	692387
20041118212522	43856	1807293	1342765	422552	698823
20041119013509	43857	1799613	1339174	421549	698138
20041119002946	43858	1684989	1204765	379694	691469
20041118214231	43859	1738262	1291035	403643	715133
20041118235538	43860	1810689	1338842	421451	696073
20041118220203	43862	1780311	1319247	417055	692252
20041118212801	43863	1805363	1336322	420529	695170
20041119030625	43864	1779943	1313768	413587	684566
20041119000033	43865	1796986	1328507	418738	691694
20041118215638	43866	1786348	1317526	414520	685684
20041118223437	43867	1802498	1331275	419209	693184
20041119021247	43871	1803401	1330461	419283	693413
20041118211630	43872	1814724	1346522	423743	700833
20041118192217	43874	1824443	1353038	426358	703959
20041119052326	43875	1808072	1336266	421328	696375
20041118235543	43876	1800338	1331705	419223	693546
20041118174748	43877	1800912	1330120	419241	693753
20041118043928	43878	189329	152378	68625	76331
20041118224419	43879	1800668	1332927	419356	694793
20041119070321	43880	1777825	1303856	410230	680864
20041119003717	43881	1776488	1304347	411029	680416
20041118221005	43882	1772114	1299516	409401	678246
20041119055721	43883	1787507	1313993	414135	684244
20041119041620	43884	1777027	1305708	411073	680873
20041119054612	43885	1796592	1324628	417268	689592
20041118194208	43886	1790992	1322643	416765	688065
20041119070204	43887	1745240	1273762	401222	665704
20041119082309	43888	1767240	1297587	409155	676952
20041118181256	43889	1781882	1307310	411435	681471
20041118213554	43890	1796990	1327274	416396	691711
20041118153906	43892	1773365	1302563	410234	679703
20041119041116	43894	1778675	1303309	409650	679781
20041119072015	43896	1775467	1302486	408912	678699
20041118223335	43897	1807325	1338262	423208	697269
20041118165541	43900	607387	446187	140746	232245
20041119032438	43901	1783048	1311844	413325	684139
20041119015812	43902	1757793	1288002	405465	671092
20041119092037	43903	1758548	1288112	405384	671563
20041119001530	43904	1773065	1300527	409932	678224
20041119082131	43905	1782731	1311142	412694	683089
20041119073236	43906	1739939	1275671	399894	674406
20041119082028	43981	1608103	1199394	382815	680994
20041119082959	43982	1637792	1235024	394350	704706
20041118063852	43989	110530	87835	27555	45032
20041119100008	43990	1774215	1308519	413489	678012
20041118211221	43991	1764612	1297855	410447	674792
20041119042351	44000	1767675	1301921	410919	675977
20041119025444	44001	1785159	1319396	416681	684236
20041118230516	44002	1790123	1325579	419108	687225
20041119050211	44007	1763500	1293342	408827	672505
20041119020017	44008	1780067	1314152	415995	681614
20041119045753	44010	1759235	1293486	408207	672559
20041118171357	44011	1763686	1299176	410625	674537
20041119064242	44012	1768150	1302140	411573	676091
20041119012018	44013	1030488	833221	260005	1037833
20041119063514	44014	1814359	1352863	427696	700962
20041119074803	44017	1756578	1289752	408700	669908
20041118184348	44018	1772753	1309890	414781	680162
20041119021738	44019	1776638	1313040	416076	681437
20041119061702	44020	1769369	1306321	414191	678188
20041119022749	44021	1772542	1308046	414470	678334
20041119064729	44022	1794891	1333984	421937	691728
20041119045627	44023	1772074	1309133	414695	679359
20041119075512	44025	1751067	1285742	407045	668752
20041118083450	44036	138099	107602	33518	180445
20041119083235	44038	1765829	1297536	410632	673684
20041119053436	44043	1746049	1279377	403725	665582
20041119091909	44044	1746041	1281727	405273	666180
20041119091829	44045	1745443	1278434	403634	664452
20041119014814	44046	1743437	1277143	403365	663839
20041119080446	44047	1751385	1281332	405818	666904
20041119071845	44048	1780626	1302148	412098	677009
20041119052834	44049	1749671	1280131	404922	664976
20041119003910	44050	1757561	1288860	407615	669578
20041118171550	44051	1753888	1286818	406993	669258
20041119034854	44052	1750141	1281954	404691	666552
20041119005321	44055	1747598	1280421	403257	667125
20041119055347	44056	1759618	1291306	406556	671638
20041119055059	44057	1764880	1291830	405899	672942
20041119080016	44058	1761088	1290741	406056	672174
20041119003820	44059	1765685	1292296	406763	673289
20041119060436	44061	1748556	1281464	402859	666735
20041119093703	44062	1754837	1281289	402728	667669
20041119020053	44063	1778858	1304438	409994	679125
20041119041517	44064	1761235	1293652	407411	672410
20041119065949	44065	1749909	1284136	403301	667968
20041119013911	44067	1757838	1288698	405274	670114
20041118180451	44068	1748560	1280061	402410	665910
20041119044309	44069	1753460	1288667	405859	670606
20041119051113	44072	1755805	1290828	405587	671832
20041119021949	44073	1743071	1274723	400649	663756
20041119010026	44074	1767110	1304667	411411	678404
20041119074412	44075	1740575	1273352	400243	664095
20041119052028	44076	1741872	1276087	401626	665113
20041118225510	44077	1760969	1296997	408425	675312
20041119084519	44079	1742620	1274790	400472	665676
20041119094655	44080	1754029	1290531	406554	671728
20041119064854	44081	1757419	1287425	405116	671529
20041119020123	44082	1758787	1288410	405529	671514
20041119090106	44083	1747807	1279136	402532	666709
20041118200717	44084	1747830	1279964	403609	667239
20041119090045	44085	1775778	1305149	410933	679786
20041119074619	44088	1744585	1276501	400799	665319
20041119064305	44093	1757390	1291889	406375	674299
20041119063443	44094	1799282	1338958	421653	695499
20041119041908	44095	1742488	1275402	401355	665452
20041119092046	44096	1767310	1298367	408568	677011
20041119065256	44098	1745470	1277587	401732	665215
20041119071404	44099	1754283	1289619	405949	671710
20041119025844	44101	308380	225556	71359	117239
20041119020945	44102	305752	230252	72719	118473
20041119094100	44104	1749603	1283777	404439	668035
20041119061037	44106	1744915	1278767	402997	666449
20041119041129	44114	1835956	1363416	415576	709661
20041119050210	44117	1818693	1340193	408370	698239
20041119090954	44118	1799887	1329179	405794	693268
20041119095005	44125	1820174	1341314	408344	699478
20041119100211	44127	1830096	1351671	410955	705016
20041119094256	44129	1813595	1334714	406720	695365
20041119051326	44130	1830856	1352419	411108	703661
