20041117190556	43490	50064.2
20041117181042	43491	46958.2
20041118080600	43492	53722.8
20041117231502	43516	54870.8
20041105020130	43524	719.16
20041118054735	43525	64255.7
20041118091743	43526	60013.7
20041118203829	43527	62744.8
20041117144207	43532	58526.8
20041118043703	43533	60532.1
20041116195938	43534	33828.8
20041117143540	43658	56968.5
20041117115411	43541	58622.1
20041117121947	43547	58017.7
20041117164401	43548	45482.5
20041118013459	43549	57638.3
20041117175433	43550	52742.5
20041117230421	43551	58404.8
20041117173123	43552	47625
20041117090322	43553	36403.9
20041118004114	43554	51922.9
20041117221926	43555	53802.3
20041117113401	43556	46531
20041117172645	43557	46585.3
20041117160741	43558	44193.3
20041117121448	43561	45850.4
20041117190649	43562	45821.8
20041118040605	43563	60616.7
20041117203443	43564	57341.3
20041118105331	43565	82580.9
20041118022959	43566	59294.3
20041118045525	43567	58556.9
20041117144214	43568	40872.2
20041118061914	43569	74766.4
20041117024127	43570	58462.2
20041117065534	43571	47947.9
20041117032724	43572	41866
20041117062857	43574	74738.9
20041117010618	43575	48949.7
20041118014222	43576	58247.9
20041118070515	43577	60457.7
20041117230426	43578	47827.3
20041117224727	43579	61263.6
20041118035438	43580	58553.3
20041117113200	43581	58223.1
20041117192823	43582	54792.5
20041117092947	43583	58763.6
20041117034828	43584	51704.1
20041118184348	44018	43585.5
20041116201851	43586	41235
20041118002127	43587	51315.4
20041118012344	43588	54280.2
20041118234102	43589	81804.7
20041118061829	43590	57841.6
20041118082532	43591	57992.4
20041118040332	43592	50674.9
20041118032718	43593	53559.7
20041118071941	43594	58895.4
20041118074647	43595	59884.8
20041118092248	43596	57948.5
20041118002708	43598	43947.5
20041118050738	43599	54181
20041118170346	43600	79948.1
20041118170046	43601	79554.7
20041117132413	43602	55324.9
20041117042649	43603	47821.6
20041117183406	43604	52824.1
20041117115321	43608	59205.1
20041118171132	43797	43609.1
20041118042651	43610	57930.5
20041118034912	43611	55043.2
20041118032452	43612	50409.9
20041118074216	43613	81471.4
20041118165340	43614	86285.3
20041118201257	43615	83373.4
20041118152653	43616	58682.2
20041118123720	43617	46704.3
20041117223043	43618	43449.1
20041118205540	43619	84469.2
20041118140016	43620	49740.5
20041117210239	43621	42714.6
20041118050941	43622	46251.3
20041117220324	43623	54469.4
20041117163829	43624	82973.2
20041117092155	43625	60287.7
20041116212835	43626	48062.3
20041117232339	43629	81231.8
20041117124256	43630	58268.9
20041117135312	43631	57998.1
20041117113649	43632	59742.8
20041117222718	43633	79803.5
20041117120734	43634	58684.8
20041117020711	43635	48558.8
20041117122425	43636	81792.2
20041117145358	43637	58147.6
20041117143910	43638	83680.6
20041118051016	43639	64464.1
20041117104543	43640	59084.2
20041117213430	43641	87721.9
20041117091634	43642	53603
20041117202535	43643	39190.2
20041117113521	43644	58795.1
20041117125650	43645	58754.7
20041117115250	43646	59031.9
20041118170916	43647	83387.4
20041117120101	43648	59779
20041118100659	43649	54398.5
20041117132646	43650	61120
20041117100843	43651	58596.9
20041117200426	43652	81600
20041117224211	43653	86512.1
20041117122531	43654	58898.5
20041118013857	43655	101520
20041118085249	43656	84931.3
20041116181711	43657	23990
20041117224356	43658	58284.8
20041117203732	43659	78953
20041117210246	43666	87777.2
20041119092825	43672	42346.9
20041118215559	43675	1021.38
20041119095028	43676	46561.5
20041117062839	43677	74568.5
20041117110447	43678	61651.2
20041119061435	43679	22210
20041119085506	43680	31236.9
20041119073635	43681	28145.3
20041117215629	43682	89601
20041119045513	43683	12957.7
20041119090916	43684	13739.8
20041116183812	43685	31035.3
20041119091508	43686	8996.4
20041119094109	43687	6009.94
20041118020324	43692	44791.1
20041118150613	43693	54828.5
20041118033439	43694	46309.8
20041118093811	43695	87047.1
20041118142215	43696	58887
20041119023407	43697	61505.5
20041118190507	43698	54552.2
20041118023511	43700	47624.1
20041118122650	43701	60388.5
20041118022016	43702	47527.2
20041118073736	43703	47351
20041118074833	43704	47383.6
20041118105053	43705	52671.8
20041118031352	43706	45468.1
20041118141907	43707	60998.3
20041118124235	43708	50238.1
20041118061212	43709	58982.9
20041118130411	43710	49679.9
20041118123649	43718	56550.9
20041118135031	43719	60432.5
20041118152913	43720	48643.3
20041118091117	43721	55002.2
20041118165043	43722	59454.2
20041118162858	43724	60147.8
20041118131544	43725	58278.7
20041118225535	43726	86574.1
20041118210611	43728	56558.5
20041118045017	43729	58804.2
20041118162823	43730	59974.8
20041118093813	43731	44215.6
20041118044356	43732	47361.2
20041118220521	43733	58305.5
20041118131154	43734	59859.3
20041118222654	43735	58125.4
20041118224237	43736	59407.2
20041118081212	43737	50925.6
20041118103821	43738	55887.3
20041119014846	43739	50462.1
20041118133626	43740	59865
20041118160551	43741	59417.7
20041118032112	43742	43029.3
20041118162203	43743	59650.9
20041118172809	43744	57605.5
20041118120927	43745	53429.1
20041118085652	43746	49499.9
20041118083349	43747	48923.5
20041118192516	43748	60512
20041118164647	43749	59684.9
20041118174412	43750	59282.5
20041118164541	43751	59650.9
20041118182123	43752	59313.1
20041118183524	43753	59446.8
20041118175516	43754	59786.2
20041118122300	43755	60681.5
20041118175352	43756	59722
20041118191018	43757	59719.7
20041118181412	43758	60378.3
20041118173010	43759	59742.1
20041118113818	43760	47432.9
20041118171039	43761	59813.7
20041118164800	43762	52649.8
20041118234717	43763	54250.5
20041119014536	43764	61108.4
20041118111705	43765	46726.3
20041118175838	43766	60221.2
20041118082407	43767	47630
20041118211756	43769	59655.5
20041119010232	43770	61316.5
20041118181112	43771	59139.1
20041118233636	43772	59184.5
20041118165854	43773	60655.7
20041119021620	43776	86067
20041118195538	43777	60586.5
20041118173526	43778	55414.1
20041118205435	43782	59792.7
20041118230738	43783	53584.9
20041118223252	43784	53467.1
20041118134314	43785	48455.6
20041118075528	43786	37548.6
20041118155716	43787	50033.1
20041118171855	43788	49651.3
20041118214407	43789	53872.1
20041119022754	43790	54755
20041118231549	43791	60724.4
20041118185105	43792	50154.2
20041119011533	43793	55788.9
20041118165543	43795	56687.1
20041118184106	43796	48002.6
20041118234526	43797	60123
20041118215359	43798	58820.4
20041118211213	43799	54539.5
20041118235843	43800	54266
20041119043107	43801	54204
20041119020505	43802	84446.3
20041118165547	43803	58569.4
20041118211033	43807	48679.1
20041118193445	43808	48418.7
20041118172620	43809	48256.8
20041118215659	43810	55898.6
20041118191711	43812	49400.8
20041119061529	43813	59487.9
20041119055042	43814	59972.3
20041118131720	43815	45779.7
20041119020857	43816	44779.5
20041119045236	43817	83845.9
20041119065414	43818	60471
20041119074016	43819	59583
20041119072133	43820	59947.8
20041118185052	43821	46156.2
20041119012824	43822	53498.5
20041119012852	43823	54960.3
20041118220504	43824	49200.9
20041118203827	43827	46982.2
20041119065537	43832	54123.3
20041118154343	43833	42398.3
20041118232947	43834	49285.8
20041119060932	43835	60242.5
20041119035612	43836	56312.9
20041119011838	43837	53254.2
20041119040905	43838	50058
20041118174739	43839	54932.6
20041119002339	43840	47444.7
