20041117190556	43490	-14.6884	4.26755	-17.225	-26.6163	-8.56446	3.27166	213.666	191.322	193.311	201.099	196.27	265.891	-33.1642	-27.3449	-28.7757	-23.5623	-14.5846	9.01997	264.24	227.199	224.927	228.555	221.585	233.195	3.85132	-18.3251	-7.94988	17.0063	16.8069	31.4704	272.632	235.712	187.937	210.315	207.815	233.103	8.94257	-7.35813	-19.4411	-4.70641	3.59441	11.1811	216.512	237.824	222.395	230.566	223.542	278.665	-27.0918	-48.4504	-24.004	-16.9817	-28.5627	20.9744	219.124	258.047	272.663	205.011	237.105	276.254	-71.1245	-65.9775	1.81884	-70.9814	-34.2279	-64.4812	285.423	302.191	272.759	285.953	214.301	277.626
20041117181042	43491	-16.2175	1.9366	-13.559	-22.7038	-8.43049	-3.86992	210.301	226.744	109.136	206.407	199.185	266.852	-29.7645	-26.2995	-23.2128	-21.0667	-13.0245	12.9105	258.989	238.289	223.389	219.469	220.916	224.335	16.7733	-13.1925	-2.87013	17.5558	21.5503	34.7403	227.668	235.011	188.559	228.007	205.934	231.093	-9.49694	-5.1902	-9.04778	-2.23709	5.28046	13.7183	240.573	235.655	208.769	226.723	223.421	278.942	12.9615	-23.6081	-45.9584	-21.9798	-26.1905	22.8506	264.181	210.58	267.288	222.018	239.214	285.147	-65.5419	-65.3315	-26.7837	-74.6309	-33.2854	-31.5024	288.256	299.798	289.717	290.075	216.528	209.614
20041118080600	43492	-16.7042	-4.07838	-18.051	-21.8985	-11.0869	4.30002	213.575	226.35	190.002	208.84	194.366	259.666	-34.5625	-28.7304	-25.9026	-21.6171	-16.5677	5.0463	263.688	235.173	226.779	228.918	220.899	232.519	11.1225	-17.0018	-8.69683	13.8384	15.5688	21.5974	225.954	240.73	200.325	225.529	206.766	257.268	-14.5459	-8.74592	-20.7009	3.66687	3.05885	34.03	244.681	235.879	223.892	206.596	224.101	279.02	-55.5681	-30.2925	-45.0753	-27.1654	-31.8327	20.4713	248.32	207.169	269.333	222.895	238.954	279.661	-72.5129	-73.3928	-2.23485	-74.5378	-35.6339	-42.1187	282.612	301.24	273.729	281.916	216.795	216.218
20041117231502	43516	-16.133	-3.54066	-13.8851	-26.7706	-12.2031	7.62427	217.542	228.661	200.316	211.044	199.178	221.078	-0.896188	-33.7446	-29.1288	-26.3676	-16.4599	3.31623	255.333	238.294	230.928	230.852	222.107	226.821	11.6913	-27.4636	-12.3033	18.4108	17.6516	18.1025	234.148	244.354	206.337	208.117	215.828	262.857	-24.6326	-16.6349	-28.6347	-0.123896	5.58478	-3.74327	250.273	242.057	228.605	231.69	228.434	284.193	-44.7964	-65.677	-35.2022	-35.9956	-35.0062	24.5156	235.341	261.432	269.556	221.027	237.878	280.479	-87.461	-80.0026	-4.08421	-79.8886	-68.3072	-70.7876	291.185	306.798	272.957	283.867	270.123	266.983
20041105020130	43524	-14.6862	47.2995	-7.5002	-18.8614	18.5204	201.116	100.034	107.019	204.511	120.86	221.623	113.763	-11.8828	-7.63421	-17.3544	-20.0378	17.7909	-7.99203	250.796	105.616	255.986	242.838	228.036	228.131	19.6663	-10.247	25.1218	14.0377	39.4657	43.1986	214.623	235.07	247.991	223.535	107.138	249.665	7.00467	5.0865	-4.80494	18.1248	17.4587	36.7312	100.037	243.136	105.871	235.122	101.704	230.872	-15.3362	-29.5412	26.9206	-10.0885	-13.5945	58.7683	106.024	230.527	208.301	214.739	256.647	121.65	-16.9732	-42.3847	19.87	-26.5857	-34.8417	-28.5243	120.147	121.602	318.037	102.791	239.719	100.067
20041118054735	43525	-7.17137	-3.6203	-20.8842	-26.5879	-7.61382	6.36745	251.35	228.412	192.399	206.123	201.01	265.819	-40.082	-33.1789	-33.8482	-29.2673	-27.4848	0.118634	265.921	234.756	228.981	226.359	225.344	217.803	-16.9366	-39.5447	-10.5688	16.0314	18.898	21.4081	272.452	240.038	195.281	231.873	203.737	221.632	3.42232	-27.0313	-25.6199	-0.340396	13.0891	-1.00331	252.761	235.586	227.562	233.996	198.976	282.234	-59.8988	-35.6938	-8.69865	-38.8988	-26.8133	20.8039	252.335	218.097	287.613	223.981	204.314	277.061	-74.6183	-79.9712	-2.09705	-82.2602	-70.5542	-58.6135	289.384	305.728	268.626	284.238	273.085	268.669
20041118091743	43526	-31.4355	-5.66442	-25.882	-22.5511	-14.3912	5.77103	250.372	231.879	195.465	203.18	197.332	265.959	-38.1749	-33.1268	-34.9844	-32.8254	-25.2273	3.00217	267.409	245.335	230.755	230.468	223.104	220.25	2.23622	-30.0871	5.12334	21.0113	24.595	26.8816	270.905	240.423	197.731	231.724	210.693	236.69	-22.1095	-15.7353	-4.48329	5.32531	13.6968	4.03582	252.347	238.831	207.349	231.905	228.313	278.474	16.2688	-57.3458	-5.35226	-36.346	-29.8677	30.4574	264.779	259.983	122.282	226.384	238.645	277.629	-68.3885	-76.4306	7.52201	-76.2782	-74.2059	-56.5756	296.845	303.51	273.505	280.471	282.147	268.471
20041118203829	43527	-13.8575	-2.58376	-19.2252	-27.3479	-13.7601	5.22392	217.001	227.234	196.437	205.606	200.021	216.347	-10.7795	-29.7913	-31.695	-29.7893	-22.6551	1.94957	241.394	240.033	228.939	229.064	225.617	213.563	8.14834	-25.4325	1.49627	22.8443	27.2724	30.1432	279.454	243.834	206.417	226.135	206.458	227.453	-18.1449	-10.6953	-14.8808	6.87867	20.0034	5.45051	247.391	224.608	229.084	234.481	227.827	281.6	-48.9371	-61.263	-22.7428	-32.7737	-31.2714	33.2448	251.091	259.619	267.222	220.767	238.221	279.971	-68.8995	-77.4883	9.88553	-74.7945	-25.3936	-59.4722	288.02	301.75	266.754	282.828	247.539	266.417
20041117144207	43532	-12.6622	-4.61866	-20.9118	-29.0513	-15.6995	5.60586	214.831	229.665	193.473	210.581	198.584	253.947	-37.3497	-32.1668	-33.8932	-29.5855	-21.6714	8.94596	266.406	237.865	230.247	230.874	224.406	220.901	3.9655	-24.9681	-1.56447	22.0705	24.473	20.7466	226.633	239.705	199.104	229.829	209.781	265.318	-30.684	-13.6598	-22.1223	12.3588	18.6235	2.10428	246.746	240.524	232.796	205.486	211.408	285.366	-54.7483	-66.94	-34.9314	-42.9605	-67.8915	22.2713	250.641	260.481	271.61	224.468	246.078	278.961	-75.5967	-86.0376	-1.25852	-81.9786	-79.1233	-15.349	295.731	306.11	272.323	298.854	269.585	244.81
20041118043703	43533	-14.8282	-8.2328	-20.2624	-24.7321	-16.8217	8.30734	218.041	235.535	153.166	206.539	201.334	218.6	-36.0423	-31.9832	-38.3469	-34.0591	-26.7475	4.32458	265.018	243.706	231.512	227.255	217.823	233.763	-4.51734	-18.4798	-2.98301	21.1776	21.1555	27.8522	272.696	219.594	198.25	226.136	210.052	242.071	-28.0267	-13.401	-8.00072	7.53597	13.2404	2.75005	245.503	240.393	206.342	235.763	230.98	287.575	-34.1085	-45.3067	-26.5194	-16.535	-30.363	14.1953	224.026	215.197	262.199	231.691	212.538	280.061	-72.0401	-87.2356	1.09049	-139.054	-77.4614	-73.9586	289.469	308.498	268.587	316.562	268.397	268.537
20041116195938	43534	-13.3795	-7.20395	-22.2034	-31.8672	-8.51995	8.57451	209.564	226.787	187.461	199.217	217.69	272.281	-41.0017	-29.0108	-34.7561	-25.4222	-23.9679	3.42304	270.712	226.117	233.004	270.602	219.415	229.674	-0.826679	-16.9054	0.300924	20.6452	24.8828	24.9844	272.07	213.41	195.868	230.569	208.658	259.881	-23.5003	39.2274	-4.12773	16.7394	19.0918	39.5829	243.594	274.495	197.933	205.72	201.261	247.073	-52.6739	-67.9934	-26.0231	-45.2487	-39.1261	24.0053	253.55	267.456	265.987	225.334	237.744	207.065	-67.8498	-81.1444	4.36336	-79.6021	-72.9623	-52.3214	285.47	299.329	268.229	283.954	271.254	289.572
20041117143540	43658	-44.2253	-37.0559	-39.2288	-44.3817	-55.6731	0.334145	217.222	233.92	188.584	202.148	208.315	243.464	-53.1288	-64.9425	-58.918	-49.1681	-53.5465	-25.581	269.997	254.633	229.923	242.571	234.387	215.962	-13.9248	-70.4664	-21.296	-10.0193	-0.637111	-11.9039	283.259	243.883	202.683	238.147	219.549	226.86	-64.0837	-56.1109	-40.996	-33.6332	-23.0224	-8.51689	253.027	245.143	238.246	239.294	217.14	285.203	-56.0102	-74.1574	-31.5771	-15.663	-34.5657	2.43348	270.231	267.708	264.917	219.615	244.96	288.878	-55.6719	-102.708	-38.4149	-63.1305	-47.7834	-68.9196	307.502	303.239	287.803	301.303	292.073	281.371
