20041117224727	43579	0.349556	-0.164101	0.434901	0.451584
20041117181042	43491	0.353762	-0.173852	0.424919	0.447834
20041118080600	43492	0.352722	-0.161541	0.43137	0.436459
20041118092248	43596	0.346143	-0.164334	0.429457	0.443516
20041119042351	44000	-0.107418	-0.14516	0.435246	0.46208
20041118054735	43525	0.348726	-0.161767	0.434709	0.449459
20041118091743	43526	0.347189	-0.166815	0.432971	0.443226
20041118203829	43527	0.345477	-0.164419	0.419209	0.435569
20041117144207	43532	0.349965	-0.157049	0.426414	0.438961
20041118043703	43533	0.350201	-0.160119	0.430075	0.448803
20041118211213	43799	-0.12047	-0.087875	0.435342	0.453104
20041117143540	43658	-0.060464	-0.150089	0.429492	0.440803
20041118012221	43718	-0.054545	-0.154656	0.435414	0.448217
20041117121947	43547	0.344694	-0.163718	0.433494	0.443622
20041118040332	43592	0.34866	-0.158768	0.426052	0.435489
20041118013459	43549	0.358515	-0.163325	0.432551	0.435103
20041117175433	43550	0.353463	-0.156467	0.431929	0.436891
20041117230421	43551	0.348609	-0.166571	0.418885	0.438784
20041117173123	43552	0.346437	-0.155652	0.431267	0.441688
20041117090322	43553	0.347865	-0.164834	0.43451	0.447634
20041118004114	43554	0.351009	-0.158556	0.428915	0.446158
20041117221926	43555	0.349839	-0.154519	0.430919	0.44257
20041118203829	43527	0.345477	-0.164419	0.419209	0.435569
20041117172645	43557	0.356056	-0.160883	0.416406	0.430688
20041117160741	43558	0.343873	-0.160887	0.43058	0.446693
20041117121448	43561	0.346726	-0.156269	0.430689	0.439702
20041117190649	43562	0.352749	-0.161108	0.431474	0.447908
20041118040605	43563	0.353431	-0.16363	0.430674	0.448265
20041117203443	43564	0.338563	-0.159263	0.430669	0.449264
20041118105331	43565	0.347783	-0.158276	0.426191	0.452595
20041118022959	43566	0.333576	-0.158425	0.425275	0.449917
20041118045525	43567	0.340014	-0.155207	0.429583	0.444499
20041117144214	43568	0.347004	-0.165225	0.429353	0.438723
20041118061914	43569	0.347282	-0.162524	0.433604	0.450815
20041117024127	43570	0.356912	-0.159132	0.436942	0.444641
20041117065534	43571	0.358447	-0.158733	0.430525	0.446168
20041117032724	43572	0.355883	-0.159066	0.433675	0.446039
20041117062857	43574	0.339276	-0.158679	0.424564	0.445166
20041119034009	43854	-0.106462	-0.153151	0.429439	0.443575
20041118014222	43576	0.346104	-0.164522	0.44184	0.447584
20041118070515	43577	0.353211	-0.160044	0.430825	0.439754
20041117230426	43578	0.36808	-0.156661	0.437437	0.452697
20041118181256	43889	-0.104092	-0.14999	0.433982	0.443579
20041118035438	43580	0.349386	-0.156224	0.433617	0.446416
20041117113200	43581	0.34819	-0.160661	0.436022	0.450625
20041117192823	43582	0.341595	-0.1624	0.434304	0.447395
20041117092947	43583	0.344621	-0.157084	0.436964	0.444928
20041117183406	43604	-0.06885	-0.14963	0.43584	0.447289
20041109051026	43588	0.341557	-0.163255	0.435854	0.442366
20041116201851	43586	0.349213	-0.151133	0.432185	0.45002
20041118095750	43740	-0.062714	-0.163153	0.435874	0.434244
20041118012344	43588	0.346865	-0.158145	0.440522	0.450487
20041118234102	43589	0.345722	-0.162554	0.431166	0.441133
20041118061829	43590	0.350056	-0.162337	0.4281	0.445208
20041118082532	43591	0.348761	-0.157696	0.430818	0.445436
20041118040332	43592	0.34866	-0.158768	0.426052	0.435489
20041118032718	43593	0.356574	-0.155432	0.42513	0.454646
20041118071941	43594	0.352196	-0.153689	0.427253	0.445331
20041118074647	43595	0.346542	-0.164531	0.442399	0.453666
20041118092248	43596	0.346143	-0.164334	0.429457	0.443516
20041118002708	43598	-0.065873	-0.145864	0.422877	0.438981
20041118050738	43599	-0.071589	-0.144894	0.423779	0.438104
20041118170346	43600	-0.06389	-0.146639	0.419925	0.443463
20041118170046	43601	-0.06241	-0.151857	0.425351	0.438433
20041117132413	43602	-0.064495	-0.146414	0.422947	0.449813
20041117042649	43603	-0.06822	-0.153408	0.422963	0.44675
20041117183406	43604	-0.06885	-0.14963	0.43584	0.447289
20041117115321	43608	-0.050982	-0.139745	0.422651	0.440955
20041117060158	43609	-0.052124	-0.152688	0.43172	0.442728
20041118042651	43610	-0.053331	-0.152266	0.432087	0.456776
20041118034912	43611	-0.061185	-0.152483	0.431292	0.444929
